categoryId,movieId,averageRatingOfMovie,createdAt,updatedAt
4,93,2.833333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
10,93,2.833333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
13,93,2.833333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,94,3.95,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,94,3.95,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
13,94,3.95,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
0,95,3.023809523809524,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
1,95,3.023809523809524,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
15,95,3.023809523809524,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,96,3.5,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,96,3.5,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
5,97,3.9,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,97,3.9,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
6,99,5.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,100,2.7857142857142856,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
15,100,2.7857142857142856,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
1,101,3.782608695652174,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,101,3.782608695652174,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
5,101,3.782608695652174,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
13,101,3.782608695652174,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,102,2.4,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
12,103,3.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
14,103,3.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
15,103,3.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,104,3.4393939393939394,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,105,3.282608695652174,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
13,105,3.282608695652174,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,106,4.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,106,4.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
1,107,3.326923076923077,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
18,107,3.326923076923077,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,107,3.326923076923077,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
11,107,3.326923076923077,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
6,108,4.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
0,110,4.031645569620253,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,110,4.031645569620253,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
16,110,4.031645569620253,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
5,111,4.105769230769231,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,111,4.105769230769231,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
15,111,4.105769230769231,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
0,112,3.5434782608695654,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
1,112,3.5434782608695654,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,112,3.5434782608695654,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
5,112,3.5434782608695654,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,113,3.333333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
12,113,3.333333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
6,116,3.9,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
5,117,3.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,117,3.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,118,2.5,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
13,118,2.5,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,119,3.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,121,4.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,122,2.65625,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
13,122,2.65625,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,123,4.375,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
12,123,4.375,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
13,123,4.375,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,125,3.583333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
1,126,2.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
18,126,2.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
8,126,2.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
6,128,3.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,129,2.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
13,129,2.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
15,132,2.833333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,135,2.9516129032258065,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
6,137,3.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,140,3.5,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
13,140,3.5,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,141,3.494186046511628,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,144,3.333333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
0,145,3.2450980392156863,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,145,3.2450980392156863,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
5,145,3.2450980392156863,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,145,3.2450980392156863,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
15,145,3.2450980392156863,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
1,146,3.333333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
18,146,3.333333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,147,3.466666666666667,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,148,5.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
5,149,2.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,149,2.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
15,149,2.0,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
1,150,3.845771144278607,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,150,3.845771144278607,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
18,150,3.845771144278607,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
0,151,3.5454545454545454,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,151,3.5454545454545454,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
13,151,3.5454545454545454,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
16,151,3.5454545454545454,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,152,1.5,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
10,152,1.5,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
0,153,2.916058394160584,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
1,153,2.916058394160584,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,153,2.916058394160584,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
5,153,2.916058394160584,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,154,3.875,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
1,155,2.4166666666666665,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,155,2.4166666666666665,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
16,155,2.4166666666666665,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,156,3.333333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,156,3.333333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,157,2.863636363636364,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
16,157,2.863636363636364,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
1,158,2.806451612903226,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
18,158,2.806451612903226,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
5,159,2.892857142857143,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,159,2.892857142857143,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
12,159,2.892857142857143,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
0,160,2.8771929824561404,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
1,160,2.8771929824561404,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
12,160,2.8771929824561404,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
14,160,2.8771929824561404,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,161,3.6359223300970873,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
15,161,3.6359223300970873,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
16,161,3.6359223300970873,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
6,162,4.205882352941177,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
0,163,3.560606060606061,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
13,163,3.560606060606061,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
17,163,3.560606060606061,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
5,164,3.321428571428572,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
9,164,3.321428571428572,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
12,164,3.321428571428572,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
15,164,3.321428571428572,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
0,165,3.555555555555556,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
5,165,3.555555555555556,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
15,165,3.555555555555556,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
4,166,2.833333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
5,166,2.833333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,166,2.833333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
0,168,3.083333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,168,3.083333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
13,168,3.083333333333333,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
1,169,2.4,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
18,169,2.4,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
7,169,2.4,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
0,170,3.2285714285714286,2022-04-27T01:26:11.945159,2022-04-27T01:26:11.945159
