movieId,title,averageRating,imdbId,tmdbId,imageUrl,videoUrl,description,quoteSource,nearestMovieIds,createdAt,updatedAt
75,Big Bully (1996),2.2,115676,36929.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
76,Screamers (1995),3.4,114367,9102.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
77,Nico Icon (1995),4.0,113973,124626.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
78,"Crossing Guard, The (1995)",3.3333333333333335,112744,27526.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
79,"Juror, The (1996)",2.764705882352941,116731,9623.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
80,"White Balloon, The (Badkonake sefid) (1995)",4.0,112445,46785.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
81,Things to Do in Denver When You're Dead (1995),3.107142857142857,114660,400.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
82,Antonia's Line (Antonia) (1995),3.875,112379,880.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
83,Once Upon a Time... When We Were Colored (1995),3.0,114039,146599.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
85,Angels and Insects (1995),3.857142857142857,112365,8447.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
86,White Squall (1996),3.966666666666667,118158,10534.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
87,Dunston Checks In (1996),2.5,116151,17414.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
88,Black Sheep (1996),3.15625,115697,13997.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
89,Nick of Time (1995),3.25,113972,2086.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
92,Mary Reilly (1996),2.625,117002,9095.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
93,Vampire in Brooklyn (1995),2.8333333333333335,114825,12158.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
94,Beautiful Girls (1996),3.95,115639,9283.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
95,Broken Arrow (1996),3.0238095238095237,115759,9208.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
96,In the Bleak Midwinter (1995),3.5,113403,40154.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
97,"Hate (Haine, La) (1995)",3.9,113247,406.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
99,Heidi Fleiss: Hollywood Madam (1995),5.0,113283,63076.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
100,City Hall (1996),2.7857142857142856,115907,11062.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
101,Bottle Rocket (1996),3.782608695652174,115734,13685.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
102,Mr. Wrong (1996),2.4,117102,47475.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
103,Unforgettable (1996),3.0,118040,2045.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
104,Happy Gilmore (1996),3.4393939393939394,116483,9614.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
105,"Bridges of Madison County, The (1995)",3.282608695652174,112579,688.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
106,Nobody Loves Me (Keiner liebt mich) (1994),4.0,110251,11907.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
107,Muppet Treasure Island (1996),3.326923076923077,117110,10874.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
108,Catwalk (1996),4.0,112646,89333.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
110,Braveheart (1995),4.031645569620253,112573,197.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
111,Taxi Driver (1976),4.105769230769231,75314,103.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
112,Rumble in the Bronx (Hont faan kui) (1995),3.5434782608695654,113326,33542.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
113,Before and After (1996),3.3333333333333335,115645,43566.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
116,Anne Frank Remembered (1995),3.9,112373,51352.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
117,"Young Poisoner's Handbook, The (1995)",3.0,115033,16934.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
118,If Lucy Fell (1996),2.5,116606,10324.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
119,"Steal Big, Steal Little (1995)",3.0,114536,78406.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
121,"Boys of St. Vincent, The (1992)",4.0,106473,32119.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
122,Boomerang (1992),2.65625,103859,11066.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
123,Chungking Express (Chung Hing sam lam) (1994),4.375,109424,11104.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
125,Flirting With Disaster (1996),3.5833333333333335,116324,2074.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
126,"NeverEnding Story III, The (1994)",2.0,110647,27793.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
128,Jupiter's Wife (1994),3.0,110217,290157.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
129,Pie in the Sky (1996),2.0,114131,110972.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
132,Jade (1995),2.8333333333333335,113451,11863.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
135,Down Periscope (1996),2.9516129032258065,116130,9101.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
137,Man of the Year (1995),3.0,113756,5757.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
140,Up Close and Personal (1996),3.5,118055,9302.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
141,"Birdcage, The (1996)",3.494186046511628,115685,11000.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
144,"Brothers McMullen, The (1995)",3.3333333333333335,112585,16388.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
145,Bad Boys (1995),3.2450980392156863,112442,9737.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
146,"Amazing Panda Adventure, The (1995)",3.3333333333333335,112342,30765.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
147,"Basketball Diaries, The (1995)",3.466666666666667,112461,10474.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
148,"Awfully Big Adventure, An (1995)",5.0,112427,22279.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
149,Amateur (1994),2.0,109093,30157.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
150,Apollo 13 (1995),3.845771144278607,112384,568.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
151,Rob Roy (1995),3.5454545454545454,114287,11780.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
152,"Addiction, The (1995)",1.5,112288,34996.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
153,Batman Forever (1995),2.9160583941605838,112462,414.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
154,Beauty of the Day (Belle de jour) (1967),3.875,61395,649.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
155,Beyond Rangoon (1995),2.4166666666666665,112495,1873.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
156,Blue in the Face (1995),3.3333333333333335,112541,5894.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
157,Canadian Bacon (1995),2.8636363636363638,109370,1775.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
158,Casper (1995),2.806451612903226,112642,8839.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
159,Clockers (1995),2.892857142857143,112688,20649.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
160,Congo (1995),2.8771929824561404,112715,10329.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
161,Crimson Tide (1995),3.6359223300970873,112740,8963.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
162,Crumb (1994),4.205882352941177,109508,26564.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
163,Desperado (1995),3.5606060606060606,112851,8068.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
164,Devil in a Blue Dress (1995),3.3214285714285716,112857,8512.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
165,Die Hard: With a Vengeance (1995),3.5555555555555554,112864,1572.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
166,"Doom Generation, The (1995)",2.8333333333333335,112887,13552.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
168,First Knight (1995),3.0833333333333335,113071,6520.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
169,Free Willy 2: The Adventure Home (1995),2.4,113114,9073.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
170,Hackers (1995),3.2285714285714286,113243,10428.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
171,Jeffrey (1995),3.8333333333333335,113464,17447.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
172,Johnny Mnemonic (1995),2.6792452830188678,113481,9886.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
173,Judge Dredd (1995),2.6693548387096775,113492,9482.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
174,Jury Duty (1995),2.7,113500,19326.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
175,Kids (1995),3.975,113540,9344.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
176,Living in Oblivion (1995),4.3076923076923075,113677,9071.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
177,Lord of Illusions (1995),2.75,113690,8973.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
178,Love & Human Remains (1993),1.0,107447,15730.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
179,Mad Love (1995),1.5,113729,47608.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
180,Mallrats (1995),3.4027777777777777,113749,2293.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
181,Mighty Morphin Power Rangers: The Movie (1995),2.264705882352941,113820,9070.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
183,Mute Witness (1994),3.5,110604,48787.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
184,Nadja (1994),3.5,110620,34574.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
185,"Net, The (1995)",3.0401785714285716,113957,1642.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
186,Nine Months (1995),2.8229166666666665,113986,11472.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
187,Party Girl (1995),4.125,114095,36196.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
188,"Prophecy, The (1995)",3.4583333333333335,114194,11980.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
189,Reckless (1995),3.0,114241,58372.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
190,Safe (1995),2.8,114323,32646.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
191,"Scarlet Letter, The (1995)",2.4166666666666665,114345,10533.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
193,Showgirls (1995),2.4714285714285715,114436,10802.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
194,Smoke (1995),3.6666666666666665,114478,10149.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
195,Something to Talk About (1995),3.1,114496,18402.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
196,Species (1995),2.6666666666666665,114508,9348.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
198,Strange Days (1995),3.25,114558,281.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",4.125,58450,5967.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
201,Three Wishes (1995),3.0,114663,47939.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
202,Total Eclipse (1995),3.0,114702,36834.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",3.4318181818181817,114682,9090.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
204,Under Siege 2: Dark Territory (1995),2.716666666666667,114781,3512.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
205,Unstrung Heroes (1995),3.1666666666666665,114798,52856.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
206,Unzipped (1995),3.0,114805,77350.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
207,"Walk in the Clouds, A (1995)",3.4285714285714284,114887,9560.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
208,Waterworld (1995),2.9130434782608696,114898,9804.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
209,White Man's Burden (1995),3.1666666666666665,114928,31611.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
210,Wild Bill (1995),3.0,114938,65796.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
211,"Browning Version, The (1994)",3.5,109340,49805.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
212,Bushwhacked (1995),3.0,112602,26258.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),3.8333333333333335,111579,50797.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
214,Before the Rain (Pred dozhdot) (1994),4.0,110882,19155.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
215,Before Sunrise (1995),4.041666666666667,112471,76.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
216,Billy Madison (1995),3.326530612244898,112508,11017.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
217,"Babysitter, The (1995)",2.3333333333333335,112438,37141.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
218,Boys on the Side (1995),3.4285714285714284,112571,9382.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
219,"Cure, The (1995)",3.0,112757,6715.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
220,Castle Freak (1995),3.0,112643,18256.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
222,Circle of Friends (1995),3.75,112679,22625.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
223,Clerks (1994),3.855769230769231,109445,2292.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
224,Don Juan DeMarco (1995),3.6125,112883,1909.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
225,Disclosure (1994),3.5384615384615383,109635,8984.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
227,Drop Zone (1994),2.8636363636363638,109676,4954.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
228,Destiny Turns on the Radio (1995),2.3333333333333335,112854,62488.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
229,Death and the Maiden (1994),3.4285714285714284,109579,10531.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
230,Dolores Claiborne (1995),3.3958333333333335,109642,11929.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
231,Dumb & Dumber (Dumb and Dumber) (1994),3.0601503759398496,109686,8467.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
232,Eat Drink Man Woman (Yin shi nan nu) (1994),3.892857142857143,111797,10451.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
233,Exotica (1994),3.5,109759,20156.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
234,Exit to Eden (1994),2.588235294117647,109758,18395.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
235,Ed Wood (1994),3.6785714285714284,109707,522.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
236,French Kiss (1995),3.477777777777778,113117,397.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
237,Forget Paris (1995),3.340909090909091,113097,10525.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
238,Far From Home: The Adventures of Yellow Dog (1995),4.0,113028,27985.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
239,"Goofy Movie, A (1995)",3.0,113198,15789.0,,,,,[],2022-04-27T00:16:35.598034,2022-04-27T00:16:35.598034
